GeneID	Length	logFC	AveExpr	t	P.Value	adj.P.Val	B
GNG5	GNG5	806	-2.86453479007534	8.57513741125559	-18.4811888239195	1.17630252048699e-10	1.02373258961194e-09	14.9634814079385
C1QC	C1QC	1330	8.41289072382043	4.71768805213656	18.4677137542124	1.18703283489893e-10	1.02798212992725e-09	12.0265808695712
ADORA1	ADORA1	3181	3.9733861975883	7.94594270100791	18.4500791924537	1.20123460869979e-10	1.03518158926188e-09	14.5819666655905
PTPRF	PTPRF	8033	-0.819448169119001	11.2551391758128	-18.4213825555749	1.22473697387883e-10	1.05028663418487e-09	14.3816434540891
VPS13D	VPS13D	16355	1.40351993222606	10.0330377591932	18.3821860939675	1.25764059170709e-10	1.07046776292559e-09	14.7526986734757
SDC3	SDC3	5246	0.940859413964366	10.9838975496693	18.3735076940142	1.26505341949737e-10	1.07046776292559e-09	14.4638941304557
C1orf216	C1orf216	3040	1.99726887579274	9.23397726095283	18.371776793472	1.26653751244894e-10	1.07046776292559e-09	14.893002046139
MIR12136	MIR12136	71	0.59677038224078	12.7079717915582	18.3300279932576	1.30290629167951e-10	1.09593744534573e-09	13.7688449960207
PINK1	PINK1	2657	2.9088544252175	8.76642101999586	18.3050748190972	1.32517858747389e-10	1.10767098433265e-09	14.8434826270156
HNRNPR	HNRNPR	7760	-1.08651629840752	10.7583395490943	-18.300332820004	1.32945721100221e-10	1.10767098433265e-09	14.4570378396431
IGSF3	IGSF3	7327	-2.34478219370254	8.62750603645515	-18.2862551530507	1.34224695095653e-10	1.11305195272716e-09	14.8491724978119
SGIP1	SGIP1	10967	7.58131062972084	6.50780086342992	18.2627270326258	1.36391870645211e-10	1.12571318588864e-09	12.4493298776982
MAD2L2	MAD2L2	1262	-2.24336451936466	8.93196133920859	-18.2335306435845	1.39133582697505e-10	1.14297588029072e-09	14.8107117307291
DARS2	DARS2	3519	-3.11229631882005	8.02184848599246	-18.127200617779	1.49630384831201e-10	1.21862237586592e-09	14.6255398209419
RGL1	RGL1	5403	2.10762421828306	9.15353600370183	18.1262464548888	1.49728346522776e-10	1.21862237586592e-09	14.7320820995351
ID3	ID3	950	-2.20829316639127	9.22956887423524	-18.0837948893102	1.54157276354814e-10	1.24888705913255e-09	14.6845228749656
GNAI3	GNAI3	9044	-1.6358694522881	9.47478076141386	-18.0395340186958	1.58925303578663e-10	1.28160864078573e-09	14.6018510817976
F3	F3	2396	3.284593091399	8.10496832493186	17.9698755792034	1.66753241239068e-10	1.3385945118643e-09	14.4699075779538
RNF187	RNF187	3118	0.782285083916218	11.3758868592503	17.9416244451642	1.70045227148754e-10	1.35881595148868e-09	14.0155594234051
PRDX1	PRDX1	1348	-1.20267893218067	10.8971559759588	-17.9199846705123	1.72614045349039e-10	1.37310177250503e-09	14.144284465979
ARHGEF10L	ARHGEF10L	5588	1.92343385887095	9.64872943585614	17.9002589066867	1.74992012764659e-10	1.38574756054176e-09	14.5119281499418
NFIA	NFIA	9940	2.19902826334595	9.21303927343329	17.8227573627593	1.84681505958625e-10	1.45591967477696e-09	14.518195357782
OLFM3	OLFM3	4500	8.60698979092337	4.8163253299454	17.8137477727244	1.85844790994059e-10	1.45854974360516e-09	11.7969491615055
SOAT1	SOAT1	7027	-2.24863881811926	8.66271291877271	-17.7578897113629	1.93235038416719e-10	1.5098097668293e-09	14.4889722482818
FMN2	FMN2	6441	4.91123956455889	7.62183866276972	17.7461391169431	1.94829538260232e-10	1.51553242593579e-09	13.7513020211223
CHRNB2	CHRNB2	5857	5.46628529986006	6.94266493512316	17.6928878368759	2.02234818027706e-10	1.56620621186214e-09	13.1997053824164
HEATR1	HEATR1	8459	-2.25925798473242	8.94382380919149	-17.6690130045875	2.0565262674022e-10	1.57757395123105e-09	14.4168670565489
RPL21P28	RPL21P28	566	-0.974107967007974	10.8078456904707	-17.6682389848226	2.05764465426874e-10	1.57757395123105e-09	13.9758645627943
TXLNA	TXLNA	4865	-1.22302809078147	10.0707503354103	-17.6638851603101	2.06394771776531e-10	1.57757395123105e-09	14.1872402046553
MUC1	MUC1	2444	-4.91292894038586	7.06300550125056	-17.5794246328617	2.19041831557783e-10	1.66699367912807e-09	13.4883101187422
PITHD1	PITHD1	1590	1.41683794268584	9.84922533496804	17.5431641811505	2.24724753242116e-10	1.70287119051569e-09	14.1886018905793
WASF2	WASF2	5671	-1.30905648593899	10.5554311840764	-17.4460859701294	2.40733892998379e-10	1.81635272056287e-09	13.8992776035867
GSTM5	GSTM5	1561	7.58437961279061	4.30425617769767	17.4353964361301	2.4257022573923e-10	1.82238656773319e-09	11.5905776905989
CACNA1E	CACNA1E	16419	7.85855745267485	6.02463882310846	17.4153590451534	2.46053085415278e-10	1.84068648578748e-09	11.7121971392457
LCK	LCK	2209	-7.44299151059197	5.5270619006492	-17.3775347604189	2.52774957362146e-10	1.88209435663894e-09	11.6281767155909
SSBP3	SSBP3	3252	1.21191713375274	10.2835378492686	17.3722515864902	2.53729443983748e-10	1.88209435663894e-09	13.946283686841
DTL	DTL	4604	-7.41737858167037	6.12760931552312	-17.3646473046189	2.55110079433606e-10	1.8843845363205e-09	12.056736373244
WDR77	WDR77	2544	-2.11583484126445	8.66892382077224	-17.3501887878211	2.57757488473979e-10	1.88872815420928e-09	14.2008640969172
ATP13A2	ATP13A2	3996	1.41590489371051	10.6880693288354	17.3497035543102	2.57846846991028e-10	1.88872815420928e-09	13.8323380567809
KIAA2013	KIAA2013	2819	-1.41772801758167	9.67893097944932	-17.337539116336	2.60097909848713e-10	1.89731172412464e-09	14.0436244150838
ELAVL4	ELAVL4	6366	8.77770382781519	5.69295563472953	17.3196824959839	2.63440662051653e-10	1.91375489209424e-09	11.6337994199603
BARHL2	BARHL2	2044	7.76618545881042	4.39561639158718	17.2704526467906	2.72897843281389e-10	1.97429797731968e-09	11.5387864763925
ADAMTSL4	ADAMTSL4	4423	-4.49885394519904	7.65457252438753	-17.2590776338713	2.75134491170467e-10	1.98232145687574e-09	13.7240336826622
TRIM67	TRIM67	8519	7.47611899005068	4.25008227742658	17.1786997634235	2.91511559033566e-10	2.09174416645309e-09	11.4806029615703
CDCA8	CDCA8	2371	-6.60388388918833	6.41427847398259	-17.1501341826171	2.97581561506434e-10	2.1266194517411e-09	12.4194331016719
SERINC2	SERINC2	3240	-4.86463828943336	6.90195779698459	-17.0910074707257	3.10581431208321e-10	2.21053504479445e-09	13.1409738502606
STUM	STUM	7757	7.41880569655875	6.17955486597018	17.0757987162005	3.14023069150637e-10	2.22601836922105e-09	11.7799472487915
RAD54L	RAD54L	3137	-4.30952370062743	7.22691133497566	-16.9804383335148	3.36558411857322e-10	2.37618348612519e-09	13.3729723755794
P3H1	P3H1	3105	-2.5344682910699	8.89639392754942	-16.9641564260959	3.40576835313313e-10	2.39493630592322e-09	13.9163680593392
FNDC5	FNDC5	3286	4.8858997846079	7.03956620140782	16.8952049642799	3.58174683811243e-10	2.50864977745086e-09	12.9744214707057
PER3	PER3	6629	1.56551837008759	9.50515327758025	16.8350480560133	3.74326991372825e-10	2.61137639219614e-09	13.7336533621573
MFSD4A	MFSD4A	4058	7.61893599661514	6.52703404611938	16.8144233386391	3.80043515759844e-10	2.64077668263165e-09	11.8344866715527
IPO13	IPO13	3883	1.43671607739134	9.88249956398293	16.7828574178497	3.88974983750949e-10	2.68919290229749e-09	13.6115054797717
LAD1	LAD1	2627	-7.39471697851505	3.91597329142314	-16.7790388069313	3.90070642824722e-10	2.68919290229749e-09	11.2476626363631
S100A4	S100A4	562	-5.09143721671553	7.32442254610613	-16.6822999081138	4.18963353725647e-10	2.87709990566284e-09	13.0696974288525
RGS7	RGS7	2752	5.35314960297516	6.76304229020248	16.6664412243514	4.23915288539987e-10	2.89977851071322e-09	12.5856537753034
IARS2	IARS2	3530	-1.64429627676353	10.2904885150682	-16.6575842229283	4.26708254755157e-10	2.90757020100607e-09	13.3890966945938
CLSPN	CLSPN	9280	-5.24402577718279	6.54040853530683	-16.6468357179889	4.30124266092547e-10	2.90827790257233e-09	12.6117411103243
SPTA1	SPTA1	8018	-7.33083754064713	3.88467941774589	-16.6434016918269	4.31221826237953e-10	2.90827790257233e-09	11.1830301646191
ZFYVE9	ZFYVE9	5200	1.86125197933226	9.03314020461296	16.6416743422391	4.3177504696893e-10	2.90827790257233e-09	13.6629855860753
EPHA2	EPHA2	3946	-2.91183657158397	7.82415117860331	-16.5908794720642	4.48388891734345e-10	3.00865523537778e-09	13.5694176972663
ORC1	ORC1	3169	-6.31985312872676	5.94677438600521	-16.5685706345244	4.55901483624272e-10	3.0419590440192e-09	11.9038024574534
POU5F1P4	POU5F1P4	1083	-7.39316092191272	3.91335733246506	-16.5642339837403	4.57377504251591e-10	3.0419590440192e-09	11.1574108657755
CDC20	CDC20	1649	-7.35154893054747	6.90539955326206	-16.5587992559863	4.59234517661293e-10	3.0419590440192e-09	12.2234688255509
EIF2D	EIF2D	2097	-1.96089396625473	8.8509598099136	-16.5557683789545	4.60273666501198e-10	3.0419590440192e-09	13.602682869706
SDF4	SDF4	2138	-0.893693819719747	10.7169157981421	-16.5334628715887	4.67999342529971e-10	3.07521586758122e-09	13.1294423963679
MEGF6	MEGF6	7443	-2.60816014868559	8.14777071014402	-16.5311617634318	4.68804239198957e-10	3.07521586758122e-09	13.5887135745846
MRPL37	MRPL37	1848	-1.64538913565116	9.70562720543077	-16.4222131557339	5.08668330533058e-10	3.32430827166214e-09	13.3498489598925
BRINP2	BRINP2	4097	6.11311251815761	6.13543450762756	16.3773789025075	5.26117473143472e-10	3.42560932513416e-09	11.8295570693292
GFI1	GFI1	4861	-7.22876089437275	3.83572596753562	-16.3482926355808	5.37780780584064e-10	3.48862956556009e-09	11.0445476412635
ARPC5	ARPC5	7275	-1.16004330459631	10.0857255066448	-16.2512753616468	5.78735513407785e-10	3.74050379621649e-09	13.0974191671716
FDPS	FDPS	1647	-1.5850482873367	9.45493827398801	-16.2159438254143	5.94472057226653e-10	3.82813874214086e-09	13.2388409580473
PRRC2C	PRRC2C	10381	-0.830468613062648	11.3093767170008	-16.172803776549	6.14312351622845e-10	3.94146392026628e-09	12.6471988193047
S1PR1	S1PR1	3023	4.43719790669391	7.18731896135772	16.1595773786443	6.20536782880987e-10	3.96692241565373e-09	12.7049250079681
ADAM15	ADAM15	3379	-1.00458353320047	10.3378360796149	-16.1429630854656	6.28451734964427e-10	4.00296431183863e-09	12.9344179187945
COLGALT2	COLGALT2	5807	2.00835033252293	8.74778991546758	16.1173069725894	6.40887927541213e-10	4.0673037209597e-09	13.2899215140013
WDR3	WDR3	10004	-1.83222668684831	8.84385393213873	-16.1099235151768	6.44515671137109e-10	4.0673037209597e-09	13.2577337641101
SF3B4	SF3B4	1544	-1.84012444394954	9.39550050617276	-16.1079408094731	6.45493593940703e-10	4.0673037209597e-09	13.1757788101839
SLC25A24	SLC25A24	4589	-3.22876252221353	7.61255708582235	-16.1006195901834	6.49118442645684e-10	4.07553650775397e-09	13.1489398974496
RABGAP1L	RABGAP1L	15139	1.82357875306769	9.19078053154084	16.0929393890233	6.5294453803087e-10	4.08496974326786e-09	13.2205634421397
KIAA1522	KIAA1522	5876	-1.38151658649158	9.54208208597212	-16.0699612116652	6.64537080760482e-10	4.14275243963449e-09	13.0952721582594
ARHGEF11	ARHGEF11	7261	1.06989872682077	10.2502212195481	16.0649520611798	6.67093438644571e-10	4.1439938697426e-09	12.9286236927582
NOC2L	NOC2L	2757	-1.17485688563265	10.0404733219562	-16.0171395515477	6.9203239181146e-10	4.2837779746639e-09	12.9220209427218
RIMKLA	RIMKLA	10577	2.58870658568267	8.19508839894251	15.9814936151484	7.11276254348276e-10	4.38745142155884e-09	13.1717824800435
DEPDC1	DEPDC1	5299	-6.35125303601703	5.72033993019184	-15.9302629773694	7.39947000887697e-10	4.54834555091109e-09	11.4285413009469
KCNH1	KCNH1	8140	7.12604638874868	5.65829867190793	15.867081768597	7.77026215864901e-10	4.74316803885922e-09	11.0192718898299
PCNX2	PCNX2	8034	2.51159035122945	8.60387667186372	15.8637135431261	7.7905816298678e-10	4.74316803885922e-09	13.1040131651845
GLMP	GLMP	1851	-2.45517794714267	8.14413784086439	-15.8625923408278	7.7973581526184e-10	4.74316803885922e-09	13.0962966455057
OSBPL9	OSBPL9	4262	-1.49907719545356	9.69973877744852	-15.7202122321837	8.71157647475447e-10	5.28101773883392e-09	12.7821272495075
PSMB2	PSMB2	4528	-1.20004968639402	10.1223087138145	-15.6374618830694	9.29529199039126e-10	5.61550629522606e-09	12.590707056244
ACTN2	ACTN2	5114	5.14297332365133	6.80163892087466	15.624925728051	9.38732465973581e-10	5.65168381911491e-09	12.0499292044405
GABRD	GABRD	1914	9.6135522378925	6.72211063810393	15.5805378485065	9.72114077489057e-10	5.83268446493434e-09	10.8832449525736
TENT5C	TENT5C	5654	-5.01464022168857	6.43100722126081	-15.5417934655539	1.00229433934914e-09	5.99331104957749e-09	11.9616323292123
S100A16	S100A16	1658	-1.63235878745745	9.00081737674118	-15.5363274574915	1.00663248246849e-09	5.99884713281222e-09	12.7750874114323
MST1P2	MST1P2	2636	-3.36488846877402	7.32628756324479	-15.5046949150561	1.03213714927444e-09	6.13005779873127e-09	12.6184756366827
PTGFRN	PTGFRN	6314	-1.80857360385342	8.97233137527751	-15.4992459407168	1.03660017503689e-09	6.1358353795113e-09	12.7548281430765
VWA1	VWA1	4492	1.47830662536502	9.51353527642266	15.3701240002424	1.14865824665605e-09	6.77631274369576e-09	12.5648974589331
C1orf198	C1orf198	4070	1.15505998729248	9.9897103446194	15.3616557858054	1.15644855638446e-09	6.7994533850297e-09	12.4250086938683
NOS1AP	NOS1AP	7437	3.84439236218788	7.45771979277065	15.2431573743869	1.27162053855879e-09	7.4516963559545e-09	12.3266803763828
CAP1	CAP1	3537	-1.086399693788	9.99086483852999	-15.2221298048246	1.29331474930062e-09	7.55364561219434e-09	12.2736545026532
STIL	STIL	5228	-4.68320068915734	6.67542965506709	-15.0704219835977	1.46211412012565e-09	8.51124709662546e-09	11.8399599282874
TMEM88B	TMEM88B	492	7.32656404951306	4.1739061309409	15.0598491804865	1.4747290285137e-09	8.55634862088144e-09	10.5162625849644
STX12	STX12	3034	1.80050864164813	9.2311832618141	15.0099058359449	1.53591891631016e-09	8.88205741734625e-09	12.3337780702804
ELF3	ELF3	3218	-8.17463901542985	5.46593791918468	-15.0042382858345	1.54303305297871e-09	8.893941334874e-09	10.5600962054575
DAP3	DAP3	2218	-1.46749288884528	9.51659615933341	-14.9698512852233	1.58696250932301e-09	9.11725520062044e-09	12.1969066714026
MAPKAPK2	MAPKAPK2	3628	-1.32971160794554	9.63596560387749	-14.9560777302902	1.60493317282526e-09	9.19046422744887e-09	12.1495382050335
TOR3A	TOR3A	2031	-2.0430326723226	8.34081885265286	-14.9359090868059	1.6316429058835e-09	9.31307866410128e-09	12.3642963855749
LRRC7	LRRC7	30358	5.18154500747619	6.36334695741279	14.9146765453188	1.66027796538026e-09	9.4346758890317e-09	11.3856009556091
PLPPR4	PLPPR4	5024	5.8051819865257	6.75747118470328	14.9121801018371	1.6636800486916e-09	9.4346758890317e-09	11.4551190732371
NRDC	NRDC	4084	-0.874058994978407	10.8019790967433	-14.907630223041	1.66989975910284e-09	9.4394976736424e-09	11.752154249919
TXNDC12	TXNDC12	4351	-1.35296005831126	9.37160166557703	-14.8916143662859	1.69199286822253e-09	9.53372904594618e-09	12.1586175322339
RPS27	RPS27	591	-1.41613144111303	9.33525795863161	-14.8422587610929	1.76207269612536e-09	9.89688114948367e-09	12.1271529238386
CKS1B	CKS1B	926	-4.19084638145567	7.81431576321825	-14.8308088449692	1.77877163808316e-09	9.95885522213436e-09	12.1665185511202
LRRC8B	LRRC8B	8072	1.84510110518234	9.0558877342447	14.7636849214874	1.8801476833922e-09	1.04930146901698e-08	12.1544670727215
MEX3A	MEX3A	6591	-4.36645790311996	7.13118612328475	-14.7145282325955	1.95831557032903e-09	1.08946796602482e-08	11.8285342349258
TNFRSF14	TNFRSF14	3501	-2.32843642088437	7.9533739912205	-14.6702275572983	2.03175429758005e-09	1.12249993534112e-08	12.1500711605323
NCSTN	NCSTN	2961	-1.05501949493878	10.0801834446183	-14.6683842991562	2.03487329109566e-09	1.12249993534112e-08	11.7698317082391
CDKN2C	CDKN2C	2200	-2.32849331422673	8.32126012181583	-14.6672201945452	2.03684573022649e-09	1.12249993534112e-08	12.1464386128942
NEK2	NEK2	3276	-6.4510505426311	5.64188289055889	-14.6571840342578	2.05393618581587e-09	1.12838119208259e-08	10.6770824389176
UCK2	UCK2	5039	-1.43824493242712	9.29695821046301	-14.6325539861654	2.09653419015142e-09	1.14738012100621e-08	11.9554134076288
L1TD1	L1TD1	3942	-7.51722236405051	4.7761913278804	-14.6283323180215	2.10393033927379e-09	1.14738012100621e-08	10.3201575242873
KIF14	KIF14	7294	-6.90148548907032	5.63141252175564	-14.6259599710748	2.10809885713882e-09	1.14738012100621e-08	10.5415844790821
KCND3	KCND3	2693	7.33334289583489	4.97113683329593	14.606737890296	2.14220321997148e-09	1.16234359898453e-08	10.3277755224321
CAMK1G	CAMK1G	2456	5.21189330520779	6.57685811715165	14.5583306990081	2.23073983089806e-09	1.20665865314424e-08	11.2557722804063
ZNF496	ZNF496	6641	-1.45411038755333	9.24714065162296	-14.5465641904753	2.25284885496786e-09	1.21487984264831e-08	11.8915220881751
ACKR1	ACKR1	1196	7.1601332884464	4.88375460098656	14.5357852780013	2.27330868295196e-09	1.22177647754381e-08	10.2814405655677
CELF3	CELF3	5839	7.79582676061611	6.76913910097864	14.5325244180412	2.27953745525807e-09	1.22177647754381e-08	10.7555847798045
ADAMTS4	ADAMTS4	9777	2.64382552958815	8.01405808881658	14.5181992259331	2.30711869178735e-09	1.23280080855993e-08	12.0139083933396
FUBP1	FUBP1	3110	-1.09716316444402	10.2280176605728	-14.4689740124506	2.40465851636022e-09	1.28102717326099e-08	11.5518324119067
C1QA	C1QA	1214	6.95285537298487	4.78036046544892	14.4608061956206	2.42126678104705e-09	1.28597794594583e-08	10.2304485542465
NR0B2	NR0B2	1165	-6.5332283357912	3.48486773606404	-14.4273355066964	2.49062242520901e-09	1.31882958539682e-08	10.0269563677453
RAB13	RAB13	1688	-2.22993648765184	8.04544900116039	-14.4122072635643	2.52266701351084e-09	1.33178636929491e-08	11.938565721001
SEMA6C	SEMA6C	3991	2.19039547786647	8.36041465076336	14.3664724432008	2.62226245071861e-09	1.38022077495907e-08	11.8976287386829
MAN1C1	MAN1C1	4641	2.82368950157722	8.18426180737021	14.3437366866936	2.6733364234528e-09	1.40290311415822e-08	11.8755301244513
RGS8	RGS8	5949	7.20082772877047	4.90493573386126	14.3084202457602	2.75480056077819e-09	1.43939907781814e-08	10.1594999379376
SNRNP40	SNRNP40	1615	-1.86719348795575	8.67103960581329	-14.306520465386	2.75925761788802e-09	1.43939907781814e-08	11.7951624773344
HMCN1	HMCN1	18368	-5.04220050346559	6.78687877693266	-14.2855826059323	2.80889559671139e-09	1.46095812397001e-08	11.2962485235217
LAMB3	LAMB3	4448	-2.62854037590887	7.65970650533944	-14.2794715838135	2.82356318279323e-09	1.46425488948392e-08	11.8043158640054
AHDC1	AHDC1	6533	1.39719449442028	9.60910843469394	14.2391113690199	2.92252313559037e-09	1.51060167976541e-08	11.5657750507274
HAPLN2	HAPLN2	1650	6.73939150459167	6.97592638554662	14.2360736825303	2.9301204368601e-09	1.51060167976541e-08	10.9238257245546
IRF2BP2	IRF2BP2	4663	-0.712063800686558	10.9854214016314	-14.2191869211911	2.97274268044275e-09	1.52809404450829e-08	11.074282666172
SLAMF9	SLAMF9	1139	-6.60283473518596	3.5269053921806	-14.2146194888818	2.98438485980173e-09	1.52960600102957e-08	9.92699946863701
FABP3	FABP3	1342	2.56573394421136	7.78751630018482	14.1356155148522	3.19369900639156e-09	1.63212873640592e-08	11.681248426524
ACTG1P20	ACTG1P20	2652	-1.92340567152399	8.38546521047118	-14.1228685047393	3.22892206823207e-09	1.64534637563825e-08	11.6704134030389
SRSF4	SRSF4	2300	-0.938166975680622	10.2000299327572	-14.0867078156546	3.33113060873952e-09	1.69252243068326e-08	11.2092985109921
CHML	CHML	7067	-1.82732892758947	8.55624309005678	-14.0552180500242	3.42296656433979e-09	1.73417153317272e-08	11.5889190517589
COL9A2	COL9A2	2852	1.97640456725658	8.72758606913109	14.0394461315236	3.46998112050917e-09	1.75293873846411e-08	11.5799754669791
RPL22	RPL22	2061	-0.788699405074576	11.191964861256	-13.9689021362993	3.6889105631982e-09	1.85530384926435e-08	10.7760877080969
ADGRL4	ADGRL4	3539	6.26234188127566	3.64292457501162	13.9674026220849	3.69372211173221e-09	1.85530384926435e-08	9.82310266366688
SLC50A1	SLC50A1	1687	-2.84497603862337	7.31429297882264	-13.827910345359	4.17216509009366e-09	2.08964849811529e-08	11.3740629867089
